program_studi,bidang_ilmu_id
Ilmu Administrasi Negara,9
Ilmu Administrasi Negara (Kampus Kabupaten Ponorogo),9
Ilmu Administrasi Niaga,9
Ilmu Administrasi Publik,9
Ilmu Adminitrasi Niaga,9
Ilmu Aktuaria,9
Ilmu Hubungan Internasional,9
Ilmu Hukum,9
Ilmu Hukum (Kampus Kabupaten Ponorogo),9
Ilmu Keluarga Dan Perkembangan Anak,9
Ilmu Kependudukan & Ketenagakerjaan,9
Ilmu Kepolisian,9
Ilmu Kesejahteraan Sosial,9
Ilmu Ketahanan Nasional,9
Ilmu Komunikasi,9
Ilmu Komunikasi (Kampus Kota Malang),9
Ilmu Komunikasi Buddha,9
Ilmu Komunikasi Hindu,9
Ilmu Komunikasi K. Pangandaran,9
Ilmu Konsumen,9
Ilmu Lingkungan,9
Ilmu Pemerintahan,9
Ilmu Pengelolaan Sumberdaya Alam Dan Lingkungan,9
Ilmu Penyuluhan dan Komunikasi Pembangunan,9
Ilmu Perencanaan Pembangunan Wilayah,9
Ilmu Perencanaan Pembangunan Wilayah Dan Pedesaan,9
Ilmu Perencanaan Wilayah,9
Ilmu Politik,9
Ilmu Psikologi,9
Ilmu Sosial,9
ILMU SOSIAL DAN ILMU POLITIK,9
Ilmu Sosiatri,9
Ilmu Sosiologi,9
Ilmu Syari'ah,9
Ilmu Syariah,9
Industri Pariwisata,9
Industri Pariwisata Dan Perhotelan,9
Industri Perjalanan,9
Industri Perjalanan Wisata,9
Inovasi Regional,9
Jender Dan Pembangunan,9
Jinayah Siyasah,9
Jurnalistik,9
Jurnalistik Islam,9
Kajian Budaya,9
Kajian Gender,9
Kajian Hak Atas kekayaan Intelektual,9
Kajian Ilmu Kepolisian,9
Kajian Kependudukan & Ketenagaan Kerja,9
Kajian Ketahanan Nasional,9
Kajian Pariwisata,9
Kajian Pembangunan Perkotaan & Wilayah,9
Kajian Pengembangan Perkotaan,9
Kajian Sastra dan Budaya,9
Kajian Stratejik dan Global,9
Kajian Terorisme ,9
Kajian Wanita,9
Kajian Wilayah Amerika,9
Kajian Wilayah Eropa,9
Kajian Wilayah Jepang,9
Keamanan Maritim,9
Kebijakan Publik,9
Keimigrasian,9
Kenotariatan,9
Kepanditaan,9
Kepanditaan Buddha,9
KEPARIWISATAAN,9
Kepariwisataan/Bina Wisata,9
Kepemimpinan Kristen,9
Kependudukan,9
Kependudukan dan Lingkungan Hidup,9
Kepenyuluhan Buddha,9
Kepolisian,9
Kesejahteraan Sosial,9
Kesekretariatan,9
Kesekretariatan dan Administrasi Kantor,9
Kewirausahaaan,9
Kewirausahaan,9
Kewirausahaan (Kampus Kota Malang),9
Kewirausahaan Kampus Tasikmalaya,9
Komputerisasi Perkantoran dan Kesekretariatan,9
KOMUNIKASI,9
Komunikasi dan Penyiaran Islam,9
Komunikasi dan Penyiaran Islam (KPI),9
Komunikasi Massa,9
Komunikasi Pembangunan Pertanian dan Pedesaan,9
Komunikasi Penyiaran Islam,9
Komunikasi Terapan,9
Kriminologi,9
Layanan Hotel Terapung,9
Logistik,9
Logistik Agro-Maritim,9
Logistik Bisnis,9
Logistik Minyak dan Gas,9
Logistik Perdagangan Internasional,9
Magister Bioetika,9
Magister Hukum Bisnis dan Kenegaraan,9
Magister Hukum Kesehatan,9
Magister Hukum Litigasi,9
Magister Ilmu Administrasi Publik,9
Magister Ilmu Hubungan Internasional,9
Magister Ilmu Hukum (Kampus Jakarta),9
MAGISTER ILMU KOMUNIKASI,9
Magister Ilmu Lingkungan,9
Magister Kajian Budaya dan Media,9
Magister Kajian Pariwisata,9
Magister Kenotariatan,9
Magister Kepemimpinan dan Inovasi Kebijakan,9
Magister Kepemimpinan dan Inovasi Kebijakan (Magister Studi Kebijakan),9
Magister Kependudukan,9
Magister Ketahanan Nasional,9
Magister Manajemen Bidang Pariwisata,9
Magister Manajemen dan Kebijakan Publik,9
Magister Pengkajian Amerika,9
Magister Perencanaan Wilayah dan Kota ,9
Magister Politik dan Pemerintahan,9
Magister Psikologi,9
MAGISTER PSIKOLOGI PROFESI,9
Magister Sosiologi,9
Manajemen,9
Manajemen Administrasi,9
Manajemen Administrasi Perkantoran,9
Manajemen Bisnis,9
Manajemen Bisnis Internasional,9
Manajemen Bisnis Jasa Perjalanan Wisata,9
Manajemen Bisnis Konvensi dan Perhelatan,9
Manajemen Bisnis Pariwisata,9
Manajemen Bisnis Perjalanan,9
Manajemen Bisnis Perjalanan Wisata,9
Manajemen Dakwah ,9
Manajemen Dakwah (MD),9
Manajemen dan Administrasi Logistik,9
Manajemen dan Kebijakan Publik,9
Manajemen Destinasi Pariwisata,9
Manajemen Devisi Kamar,9
Manajemen Divisi Kamar,9
Manajemen Industri Katering,9
Manajemen Keamanan dan Keselamatan Publik,9
Manajemen Kepariwisataan,9
Manajemen Keuangan Perbankan (Kampus kota Tasikmalaya),9
Manajemen Konvensi dan Event,9
Manajemen Konvensi dan Perhelatan,9
Manajemen Kuliner,9
Manajemen Logistik,9
Manajemen Logistik & Keuangan Matra Laut,9
Manajemen Logistik dan Keuangan  Matra La,9
Manajemen Logistik dan Material,9
Manajemen Pajak,9
Manajemen Pariwisata,9
Manajemen Patiseri,9
Manajemen Pelabuhan,9
Manajemen Pemasaran Pariwisata,9
Manajemen Pemasyarakatan,9
Manajemen Pemerintahan,9
Manajemen Penanggulangan Bencana,9
Manajemen Pendidikan Islam,9
Manajemen Pengaturan Perjalanan,9
Manajemen Perencanaan dan Pemasaran Pariwisata,9
Manajemen Perhotelan,9
Manajemen Perhotelan Dan Pariwisata,9
Manajemen Produksi Berita,9
Manajemen Produksi Siaran,9
Manajemen Resort dan Leisure,9
Manajemen Tata Boga,9
Manajemen Tata Hidangan,9
Manajemen Teknik Studio Produksi,9
Manajemen Teknologi Keimigrasian,9
Manajemen Usaha Perjalanan  Wisata,9
Manajemen Usaha Wisata,9
Manajemen Zakat dan Wakaf ,9
Media dan Komunikasi,9
Misiologi,9
Muamalah,9
Muamalah (MU),9
Muamalat,9
Pajak Bumi dan Bangunan/Penilai,9
Pariwisata,9
Pariwisata Berkelanjutan,9
Pariwisata Budaya dan Keagamaan,9
Pariwisata Budaya Hindu,9
Pariwisata Buddha,9
Pariwisata K. Kab. Lombok Utara,9
Pariwisata K. Mataram,9
Pariwisata Syariah,9
Pastoral,9
Pastoral Konseling,9
Pekerja Sosial,9
PEKERJAAN SOSIAL,9
Pelayanan Makanan dan Minuman,9
Pelayanan Pastoral,9
"Pemasaran, Inovasi, dan Teknologi",9
Pemasyarakatan,9
Pembangunan dan Pemberdayaan,9
Pembangunan Masyarakat,9
Pembangunan Masyarakat Desa,9
Pembangunan Perumahan dan Pemukiman,9
Pembangunan Sosial,9
Pembangunan Sosial dan Kesejahteraan,9
Pembangunan Wilayah,9
Pembangunan Wilayah Dan Pedesaan,9
Pembangunan Wilayah Pedesaan,9
Pemikiran Islam,9
Pemikiran Politik Islam,9
Pend Kependudukan Dan Lingkungan Hidup,9
Pendidikan  Agama Islam,9
Pendidikan Administrasi Perkantoran,9
Pendidikan Agama Islam,9
Pendidikan Bahasa Korea,9
Pendidikan Bimbingan dan Konseling  Islam,9
Pendidikan Bisnis,9
Pendidikan Ilmu Pengetahuan Alam,9
Pendidikan Ilmu Pengetahuan Sosial,9
Pendidikan Islam,9
Pendidikan Islam Anak Usia Dini,9
Pendidikan Kependudukan & Lingkungan Hidup,9
Pendidikan Kependudukan Dan Lingkungan Hidup,9
Pendidikan Lingkungan,9
Pendidikan Pariwisata,9
Pendidikan Psikologi Konseling Buddha,9
Pendidikan Sejarah,9
Pendidikan Seni,9
Pendidikan Sosiologi,9
Penerangan Agama Hindu,9
PENERBITAN,9
Pengaturan Perjalanan,9
Pengelolaan Konvensi dan Acara,9
Pengelolaan Konvensi dan Peristiwa,9
Pengelolaan Lingkungan,9
Pengelolaan Lingkungan Hidup,9
Pengelolaan Perhotelan,9
Pengelolaan Sumber Daya Alam,9
Pengelolaan Sumber Daya Alam dan Lingkungan,9
Pengelolaan Sumberdaya Alam & Lingkungan,9
Pengelolaan Sumberdaya Alam dan Lingkungan,9
Pengelolaan Sumberdaya Lingkungan dan Pembangunan,9
Pengelolaan Sumberdaya Pembangunan,9
Pengelolaan Terpadu Sumber Daya Alam,9
Pengelolaan Usaha Rekreasi ,9
Pengembangan Masyarakat Islam,9
Pengembangan Sumber Daya Manusia,9
Penyiaran,9
Penyiaran Multimedia,9
Penyiaran Radio dan Televisi,9
Penyuluhan Pembangunan/Pemberdayaan Masyarakat,9
Perbandingan Madzhab,9
Perbandingan Madzhab dan Hukum,9
Perbandingan Mahzab dan Hukum,9
Perbandingan Mazhab,9
Perbandingan Mazhab dan Hukum ,9
Perbankan dan Keuangan,9
Perbankan Syari'ah,9
Perencanaan Dan Kebijakan Publik,9
Perencanaan dan Pengembangan Pariwisata ,9
Perencanaan Dan Pengembangan Wilayah,9
Perencanaan Kepariwisataan,9
Perencanaan Pembangunan,9
Perencanaan Pembangunan Wilayah Dan Pedesaan,9
Perencanaan Wilayah,9
Perencanaan Wilayah dan Kota,9
Perencanaan Wilayah dan Perdesaan,9
Perhotelan,9
Perhotelan (Kampus Kab. Gianyar),9
Perhotelan (Kampus Kab. Jembrana),9
Perhotelan (Kampus Kab. Lombok Barat),9
Perhotelan (Kampus Kab. Selayar),9
Perhotelan K. Mataram,9
Perhotelan Kab. Padang Pariaman,9
Perhotelan Kampus Kota Yogyakarta ,9
Periklanan,9
Periklanan Kreatif,9
Perjalanan Wisata,9
Perlindungan dan Pemberdayaan Sosial,9
Perpajakan,9
Perumahan dan Pemukiman,9
PJJ Ilmu Komunikasi,9
PJJ Komunikasi,9
PJJ Pariwisata,9
Politik dan Pemerintahan,9
Politik Indonesia Terapan,9
Politik Islam,9
POLITIK PEMERINTAHAN,9
Praktik Perpolisian Tata Pamong,9
Pramugari-pramugara,9
Pramuwisata Budaya dan Agama Hindu,9
Pramuwisata Budaya dan Keagamaan,9
Profesional Pengembangan Masyarakat,9
Psikologi,9
Psikologi (Kampus Kota Madiun),9
Psikologi (Kampus Kota Surabaya),9
Psikologi Islam,9
Psikologi Kristen,9
Psikologi Profesi,9
Psikologi Sains,9
Psikologi Terapan,9
Public Policy,9
REHABILITASI SOSIAL,9
Sains Aktuaria,9
Sains Hukum dan Pembangunan,9
Sains Komunikasi,9
Sandang Dan Tekstil,9
Sastra Inggris,9
Sekretari,9
Seni Kuliner,9
Seni Pengolahan Patiseri,9
Seni Pertunjukan Dan Protokoler,9
Siyasah,9
Siyasah Syariah (Hukum Tata Negara),9
Sosiologi,9
Sosiologi Agama,9
Sosiologi Kristen,9
Sosiologi Pedesaan,9
Strategi Perang Semesta,9
Strategi Pertahanan Darat,9
Strategi Pertahanan Laut,9
Strategi Pertahanan Udara,9
Studi Islam,9
Studi Islam Interdisipliner,9
Studi Kebijakan Publik,9
Studi Kependudukan dan Pencatatan Sipil,9
Studi Lingkungan,9
Studi Pembangunan,9
Studi Pemerintahan,9
Studi Pertahanan,9
Tadris Ilmu Pengetahuan Sosial,9
Tata Boga,9
Tata Busana,9
Tata Hidang,9
Tata Hidangan,9
Tata Rias,9
Tata Rias dan Busana,9
Tata Rias Dan Kecantikan,9
Teknik Lingkungan,9
Teknik Pemasyarakatan,9
Tenaga Keamanan Pariwisata,9
Terapi Wicara,9
Terapi Wicara dan Bahasa,9
Urban Design,9
"Usaha Jasa Konvensi, Perjalanan Insentif dan Pameran",9
"Usaha Jasa Konvensi, Perjalanan Insentif dan Pameran (MICE)",9
"Usaha Jasa Konvensi, Perjalanan Insentif dan Pameran K. Demak",9
Usaha Jasa Pariwisata,9
Usaha Perjalanan Wisata,9
Usaha Perjalanan Wisata (Kampus Kab. Selayar),9
Wawasan Pertahanan Nasional,9
Zakat dan Wakaf,9
