program_studi,bidang_ilmu_id
Ilmu Akuntansi Bisnis,2
Ilmu Ekonomi,2
Ilmu Ekonomi dan Keuangan Islam,2
Ilmu Ekonomi Islam,2
Ilmu Ekonomi Syariah,2
Ilmu Kebencanaan,2
Ilmu Manajemen,2
Kajian Lingkungan dan Pembangunan,2
Kebendaharaan Negara,2
Kebijakan Dan Manajemen Pajak,2
Kebijakan Pemerintahan,2
Kepabeanan dan Cukai,2
KEUANGAN,2
Keuangan Daerah,2
Keuangan Dan Perbankan,2
Keuangan Dan Perbankan Syari ah,2
Keuangan dan Perbankan Syariah,2
Keuangan dan Perbankan Syariah Terapan,2
Keuangan Islam Terapan,2
Keuangan Mikro,2
Keuangan Negara,2
Keuangan Publik,2
Keuangan Syariah,2
Kewirausahaan (Kampus Kota Bandung),2
Lalu Lintas Udara,2
Logistik Niaga-El,2
Magister Akuntansi,2
Magister Akuntansi (Maksi),2
Magister Ekonomi Kependudukan dan Ketenagakerjaan,2
Magister Ekonomika Pembangunan,2
Magister Ilmu Akuntansi,2
Magister Manajemen,2
Magister Manajemen (Kampus Jakarta),2
Magister Manajemen Bencana,2
Magister Manajemen Properti dan Penilaian,2
Magister Perencanaan Ekonomi dan Kebijakan Pembangunan,2
Magister Sains Akuntansi,2
Magister Sains Ilmu Ekonomi,2
Magister Sains Manajemen,2
Manajemen,2
Manajemen (Kampus Kab Jembrana),2
Manajemen (Kampus Kab.Morowali),2
Manajemen (Kampus Kabupaten Ponorogo),2
Manajemen (Kampus Kota Madiun),2
Manajemen (Kampus Kota Medan),2
Manajemen (Kampus Kota Pematang Siantar),2
Manajemen (Kampus Kota Surabaya),2
Manajemen (Kampus Payakumbuh),2
Manajemen Administrasi,2
Manajemen Akuntansi Hospitality,2
Manajemen Aset,2
Manajemen Aset Publik,2
Manajemen Bandar Udara,2
Manajemen Bencana,2
Manajemen Bisnis,2
Manajemen Bisnis Syari'ah,2
Manajemen Bisnis Syariah,2
Manajemen Dakwah ,2
Manajemen Dan Bisnis,2
Manajemen dan Bisnis Syariah,2
Manajemen dan Kewirausahaan,2
Manajemen dan Penilaian Properti,2
Manajemen Ekonomi Publik,2
Manajemen Haji dan Umrah,2
Manajemen Industri,2
Manajemen Industri Jasa Makanan Dan Gizi,2
Manajemen Informasi Kesehatan,2
Manajemen Informatika (Kampus Kabupaten Pringsewu),2
Manajemen Inovasi,2
Manajemen Jasa,2
Manajemen K. Kab. Gayo Lues,2
Manajemen K. Mataram,2
Manajemen K. Sintang,2
Manajemen Kampus Kab Rembang,2
Manajemen Kampus Kab. Tojo Una-una,2
Manajemen Kebijakan Publik,2
Manajemen Keselamatan Transportasi Jalan,2
Manajemen Keuangan,2
Manajemen Keuangan (Kampus kota Langsa),2
Manajemen Keuangan dan Perbankan,2
Manajemen Keuangan dan Perbankan Syariah,2
Manajemen Keuangan Mikro Syariah,2
Manajemen Keuangan Mikro Terpadu,2
Manajemen Keuangan Negara,2
Manajemen Keuangan Perbankan,2
Manajemen Keuangan Sektor Publik,2
Manajemen Keuangan Syari`ah,2
Manajemen Keuangan Syariah,2
Manajemen Keuangann Syariah ,2
Manajemen Koperasi,2
Manajemen Lingkungan,2
Manajemen Logistik,2
Manajemen Logistik Industri Elektronika,2
Manajemen Niaga Tekstil,2
Manajemen Pajak,2
Manajemen Pemasaran,2
Manajemen Pemasaran (Kampus kota Tasikmalaya),2
Manajemen Pemasaran Industri Elektronika,2
Manajemen Pemasaran Internasional ,2
Manajemen Pemasaran Untuk Warga Negara Berkebutuhan Khusus,2
Manajemen Pemasaran/Marketing,2
Manajemen Pembangunan,2
Manajemen Pembangunan Daerah,2
Manajemen Pendidikan,2
Manajemen Perbankan,2
Manajemen Perbankan Syari'ah ,2
Manajemen Perbankan Syari`ah,2
Manajemen Perbankan Syariah,2
Manajemen Perdagangan,2
Manajemen Perkantoran,2
Manajemen Perkantoran Digital,2
Manajemen Perpajakan,2
Manajemen Persandian,2
Manajemen Pertahanan,2
Manajemen Pertahanan Matra Laut,2
Manajemen Pertahanan Matra Laut Aspek Dar,2
Manajemen Pertahanan Matra Laut Aspek Darat,2
Manajemen Perusahaan,2
Manajemen Perusahaan (Kampus Kota Langsa),2
Manajemen Produksi,2
Manajemen Produksi Dan Pemasaran,2
Manajemen Rekayasa,2
Manajemen Retail,2
Manajemen Ritel,2
Manajemen Sumber Daya Alam,2
Manajemen Sumber Daya Aparatur,2
Manajemen Sumber Daya Manusia,2
Manajemen Sumber Daya Manusia Aparatur,2
Manajemen Sumber Daya Manusia Sektor Publik,2
Manajemen Teknologi,2
Manajemen Transportasi,2
Manajemen Transportasi Jalan,2
Manajemen Transportasi Laut,2
Manajemen Transportasi Perairan Daratan,2
Manajemen Transportasi Perkeretaapian,2
Manajemen Transportasi Udara,2
MARKETING,2
Operasi Bandar Udara,2
Operasi Pesawat Udara,2
Pajak,2
Pemanduan Lalu Lintas Udara,2
Pemasaran,2
Pemasaran Digital,2
Pembangunan Ekonomi dan Pemberdayaan Masyarakat,2
Pembangunan Ekonomi Kewilayahan,2
Pendidikan Bisnis,2
Pendidikan Islam Anak Usia Dini,2
Pendidikan Profesi Akuntan,2
PENDIDIKAN PROFESI AKUNTANSI,2
Pengelolaan Proyek Dan Bisnis,2
Pengembangan Industri Kecil Menengah,2
Perbankan,2
Perbankan Dan Keuangan,2
Perbankan Dan Keuangan Digital,2
Perbankan Islam,2
Perbankan Syari ah,2
Perbankan Syari'ah,2
Perbankan Syari`ah,2
Perbankan Syariah,2
Perbankan Syariah (Manajemen Keuangan dan Perbankan Syariah),2
Perbankan Syariah (PS),2
Perdagangan Internasional,2
Perdagangan Internasional Wilayah Asean dan RRT,2
Perpajakan,2
Peternakan (Kampus Kab. Nias Utara),2
PJJ Akuntansi,2
PJJ Bisnis Digital,2
PJJ Manajemen,2
Profesi Akuntan,2
Profesi Akuntansi,2
Rekayasa Kriptografi,2
Sains Ekonomi Islam,2
Sains Manajemen,2
Seni Kuliner,2
Seni Kuliner dan Pengelolaan Jasa Makanan,2
Sistem Produksi Industri,2
Strategi Operasi Laut,2
Studi Pembangunan,2
Tata Boga,2
Teknik Industri Agro,2
Teknologi Bandar Udara,2
Teknologi Bisnis Digital,2
Transportasi,2
